Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-03-06,"Hiroshi Harada, The One-Man Band",2005,https://boxd.it/3WDqrB,,,,2018-06-01
2024-04-18,The Thomas Crown Affair,1968,https://boxd.it/6iuz5l,3.5,,,2024-04-18
2024-05-05,"The Good, the Bad and the Ugly",1966,https://boxd.it/6pu3gp,4.5,Yes,,2024-05-05
